Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","59","?gypte","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","61","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.64","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","59","?gypte","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","4.11","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","136","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","150","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","150","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","23.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","82","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","7.14","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.63","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","57","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","465","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","31","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","492","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5123","Pertes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","245","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","246","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","25.97","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","88","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","8.92","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","225","?mirats arabes unis","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.57","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","340","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","340","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","340","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","20.28","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","87","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.46","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.67","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1515","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","205","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","80","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","212","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1428","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5131","Traitement","2734","Viande de Volailles","2017","2017","Milliers de tonnes","12","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1415","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","30.34","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","104","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","12.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.71","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","20","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","21","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","11","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","28","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","28","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","21","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","7.17","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.89","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","6","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","8","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","8","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","6.83","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","23","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","2.35","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","1.44","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","21914","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","123","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","40","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3692","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","18305","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5131","Traitement","2734","Viande de Volailles","2017","2017","Milliers de tonnes","77","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2017","2017","Milliers de tonnes","89","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","18140","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","55.8","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","220","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","19.98","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","14.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","72","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-4","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","76","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","76","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","0.71","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","2","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.24","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","0.15","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4542","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","226","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-5","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","116","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4657","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5123","Pertes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","5","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5131","Traitement","2734","Viande de Volailles","2017","2017","Milliers de tonnes","54","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-35","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4634","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","31.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","106","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","10.73","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.72","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","34","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","12","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","24","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","22","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","25.63","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","89","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","8.62","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","5.75","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","129","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5611","Importations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","23","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5911","Exportations - Quantit?","2734","Viande de Volailles","2017","2017","Milliers de tonnes","11","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","111","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5131","Traitement","2734","Viande de Volailles","2017","2017","Milliers de tonnes","7","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5170","R?sidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","104","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","18.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilit? alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","68","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","7.93","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","3.78","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","68","France","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1750","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
